第一世代(1972－1977)
Odyssey（奥德赛）


第二世代(1976-1983)
(Atari) 2600

第三世代(1983-1987)

Nintendo 

Family computer 

第四世代(1987-1994)
1987年，SEGA（世嘉）公司在日本推出Mega Drive(MD，美国称Genesis)
NEC也联合Hudson推出了PC-Engine。这是第一台可加装CD-ROM的游戏机
Super family computer 
1991年8月13日，任天堂在美国推出了将SFC重新设计的Super Nintendo Entertainment System(SNES)

第五世代(1994-2002)
1992年，世嘉（SEGA）成立了“Giga-Drive”研发项目，开发了“SEGA Saturn (SS，土星）

1994年12月3日，PlayStation(PS)正式发售
PlayStation1代(PS1)
Nintendo 64

第六世代(1998-2004)
Dreamcast(DC)—梦(Dream)与传播(Broadcast)的合成词。意思是将梦传播给玩家
PlayStation 2(PS2)
任天堂NGC

2001年11月15日，微软发布了Xbox游戏主机

第七世代(2005----至今)

2005年5月，Sony正式发表PlayStation 3(PS3)




Wii 
Wii U

Sony 
PlayStation 
PlayStation 2
PlayStation 3
PlayStation 4

Microsoft 

Xbox 
Xbox360
Xbox one 




Emulators
name score
Mesen 8.9 
Nestopia UE 8.7
Jnes  8.6
FCEUX  8.3
VirtuaNES  8.2
BizHawk 8.1 




Raf World	Journey to Silius	August 10, 1990	Sunsoft
Raid on Bungeling Bay	Raid on Bungeling Bay	February 22, 1985	Hudson Soft
Rainbow Island: The Story of Bubble Bobble 2	Rainbow Islands	July 26, 1988	Taito
Rambo	Rambo	December 4, 1987	Pack-In-Video
Rampart	—	November 29, 1991	Konami
Rasāru Ishii no Childs Quest	—	June 23, 1989	Namco
Recca - Summer Carnival '92	—	July 17, 1992	Naxat Soft
Red Arremer II	Gargoyle's Quest II: The Demon Darkness	July 17, 1992	Capcom
Reigen Doushi	Phantom Fighter	September 16, 1988	Pony Canyon
Rekka no Gotoku Tenka o Tore!	—	September 8, 1990	Banpresto
Ripple Island	—	January 23, 1988	Sunsoft
Road Fighter	Road Fighter (EU only)	July 11, 1985	Konami
Robocco Wars	—	August 2, 1991	IGS
RoboCop	RoboCop	August 25, 1989	Data East
RoboCop 2	RoboCop 2	1990	Data East
Robot Block	Stack-Up	July 26, 1985	Nintendo
Robot Gyro	Gyromite	August 13, 1985	Nintendo
Rockman	Mega Man	December 17, 1987	Capcom
Rockman 2: Dr. Wily no Nazo	Mega Man 2	December 24, 1988	Capcom
Rockman 3: Dr. Wily no Saigo!?	Mega Man 3	September 28, 1990	Capcom
Rockman 4: Aratanaru Yabō!!	Mega Man 4	December 6, 1991	Capcom
Rockman 5: Blues no Wana!?	Mega Man 5	December 4, 1992	Capcom
Rockman 6: Shijō Saidai no Tatakai!!	Mega Man 6	October 5, 1993	Capcom
Rokudenashi Blues	—	October 29, 1993	Bandai
Rollerball	Rollerball	December 20, 1988	HAL
Rolling Thunder	Rolling Thunder (unlicensed)	March 17, 1989	Namco
Route 16 Turbo	—	October 4, 1985	Sunsoft
Royal Blood	Gemfire	August 29, 1991	Koei
RPG Jinsei Game	—	November 26, 1993	Takara
Sensha Senryaku: Sabaku no Kitsune	Desert Commander	April 28, 1988	Kemco
Saikoushi Sedi	—	December 24, 1988	Fuji Television
Saint Seiya	Les Chevaliers du Zodiaque: La Légende d'or (EU only)	August 10, 1987	Bandai
Saint Seiya 2	—	May 30, 1988	Bandai
Saiyuuki World	—	November 11, 1988	Jaleco
Saiyuuki World 2	Whomp 'Em	December 7, 1990	Jaleco
Sakigake!! Otokojuku	—	March 3, 1989	Bandai
Salad no Kuni no Tomato Hime	Princess Tomato in the Salad Kingdom	May 27, 1988	Hudson Soft
Salamander	Life Force	September 25, 1987	Konami
San Goku Shi	Romance of the Three Kingdoms	October 30, 1988	Koei
San Goku Shi II	Romance of the Three Kingdoms II	November 2, 1990	Koei
San Goku Shi: Chuugen no Hasha	—	July 29, 1988	Namco
San Goku Shi II: Haou no Tairiku	—	June 10, 1992	Namco
Sanada Juu Yuushi	—	June 24, 1988	Kemco
Sanma no Meitantei	—	April 2, 1987	Namco
Sanrio Carnival	—	November 22, 1990	Character Soft
Sanrio Carnival 2	—	January 14, 1993	Character Soft
Sanrio Cup: Pon Pon Volley	—	July 17, 1992	Character Soft
Sansara Naga	—	March 23, 1990	Victor
Sansū 1-nen: Keisan Game	—	April 25, 1986	Tokyo Shoseki
Sansū 2-nen: Keisan Game	—	April 25, 1986	Tokyo Shoseki
Sansū 3-nen: Keisan Game	—	April 25, 1986	Tokyo Shoseki
Sansū 4-nen: Keisan Game	—	October 30, 1986	Tokyo Shoseki
Sansū 5+6-nen: Keisan Game	—	October 30, 1986	Tokyo Shoseki
Satomi Hakkenden	—	January 20, 1989	SNK
Satsui no Kaisou	—	January 7, 1988	HAL
SD Battle Oozumou	—	April 20, 1990	Banpresto
SD Gundam Gachapon Senshi 2: Capsule Senki	—	June 25, 1989	Bandai
SD Gundam Gachapon Senshi 3: Eiyuu Senki	—	December 22, 1990	Yutaka
SD Gundam Gachapon Senshi 4: New Type Story	—	December 21, 1991	Yutaka
SD Gundam Gachapon Senshi 5: Battle of Universal Century	—	December 22, 1992	Yutaka
SD Gundam Gaiden: Knight Gundam Monogatari	—	August 11, 1990	Bandai
SD Gundam Gaiden: Knight Gundam Monogatari 2: Hikari no Kishi	—	October 12, 1991	Bandai
SD Gundam Gaiden: Knight Gundam Monogatari 3	—	October 23, 1992	Bandai
Datach: SD Gundam: Gundam Wars	—	April 23, 1993	Bandai
SD Hero Soukessen: Taose! Aku no Gundan	—	July 7, 1990	Banpresto
SD Keiji Blader	—	August 2, 1991	Taito
Seicross	Seicross	May 15, 1986	Nihon Bussan
Seikima II Akuma no Gyakushū!	—	December 25, 1986	CBS Sony Group
Seirei Densetsu Lickle	Little Samson	June 26, 1992	Taito
Seirei Gari	—	December 8, 1989	Hudson Soft
Sekiryuou	—	February 10, 1989	Sunsoft
Senjo no Ookami	Commando	September 27, 1986	Capcom
Shadow Brain	—	March 21, 1991	Pony Canyon
Shadowgate	Shadowgate	March 31, 1989	Kemco
Shanghai	—	December 4, 1987	Sunsoft
Shanghai II	—	August 24, 1990	Sunsoft
Sherlock Holmes: Hakushaku Reijō Yūkai Jiken	—	December 11, 1986	Towachiki
Shikinjo	—	April 26, 1991	Toei Animation
Shin 4-Jin Uchi Mahjong: Yakuman Tengoku	—	June 28, 1991	Nintendo
Shin Moero!! Pro Yakyuu	—	July 13, 1989	Jaleco
Shin Satomi Hakken-Den - Hikari to Yami no Tatakai	—	December 8, 1989	Toei Animation
Shinjinrui	Adventures of Dino Riki	February 10, 1987	Rix Soft
Shinsenden	—	December 15, 1989	Irem
Shougi Meikan '92	—	January 30, 1992	Hect
Shougi Meikan '93	—	December 4, 1992	Hect
Shogun	—	May 27, 1988	Hect
Shōnen Ashibe Nepal Daibouken no Maki	—	November 15, 1991	Takara
Shuffle Fight	—	October 9, 1992	Banpresto
Shufflepuck Café	—	October 21, 1990	Pony Canyon
Side Pocket	Side Pocket	October 30, 1987	Namco
Silva Saga	—	July 24, 1992	SETA
Sky Destroyer	—	November 14, 1985	Taito
Sky Kid	Sky Kid	August 22, 1986	Namco
Snow Bros.	Snow Brothers	December 6, 1991	Toaplan
Soccer	Soccer	April 9, 1985	Nintendo
Softball Tengoku	Dusty Diamond's All-Star Softball	October 27, 1989	Tonkin House
Solomon no Kagi	Solomon's Key	July 30, 1986	Tecmo
Solomon no Kagi 2	Solomon's Key 2/Fire 'n Ice	January 24, 1992	Tecmo
Solstice	Solstice: The Quest for the Staff of Demnos	July 20, 1990	Epic/Sony Records
SonSon	—	February 8, 1986	Capcom
Soreike! Anapanman Minna de Hiking Game	—	March 20, 1992	Bandai
Space Harrier	—	January 6, 1989	Takara
Space Hunter	—	September 25, 1986	Kemco
Space Invaders	—	April 17, 1985	Taito
Space Shadow	—	February 20, 1989	Bandai
Spartan X	Kung Fu	June 21, 1985	Nintendo
Spartan X 2	—	September 27, 1991	Irem
Spelunker	Spelunker	December 7, 1985	Irem
Spelunker II: Yūsha e no Chōsen	—	September 18, 1987	Irem
Splatterhouse: Wanpaku Graffiti	—	July 31, 1989	Namco
Spot	Spot: The Video Game	October 16, 1992	Bullet-Proof Software
Spy vs. Spy	Spy VS. Spy	April 26, 1986	Kemco
Spy vs. Spy II: Nankoku Shirei!!	—	March 27, 1987	Kemco
Sqoon	Sqoon	June 26, 1986	Irem
Square no Tom Sawyer	—	November 30, 1989	Square
Star Force	Star Force	June 25, 1985	Hudson Soft
Star Luster	—	December 6, 1985	Namco
Star Soldier	Star Soldier	June 13, 1986	Hudson Soft
Star Wars	—	December 4, 1987	Namco
Star Wars	Star Wars	November 15, 1991	Victor
Star Wars: Teikoku no Gyakushuu	Star Wars: The Empire Strikes Back	March 12, 1993	Victor
Stargate	Defender II	September 24, 1987	HAL
STED: Iseki Wakusei no Yabou	—	July 27, 1990	K Amusement
Stick Hunter	—	December 18, 1987	K Amusement
Sugoro Quest: Dice no Senshi Tachi	—	June 28, 1991	Technos Japan
Suikoden: Tenmei no Chikai	Bandit Kings of Ancient China	June 25, 1990	Koei
Sukeban Deka III	—	January 22, 1988	Toei Animation
Super Arabian	—	July 25, 1985	Sunsoft
Super Black Onyx	—	July 14, 1988	Bullet-Proof Software
Super Chinese	Kung-Fu Heroes	June 20, 1986	Namco
Super Chinese 2	Little Ninja Brothers	May 26, 1989	Culture Brain
Super Chinese 3	—	March 1, 1991	Culture Brain
Super Contra	Super C (USA version)
Probotector 2: Return of the Evil Forces (European version)	February 2, 1990	Konami
Super Dynamix Badminton	—	August 26, 1988	VAP
Super Mario Bros.	Super Mario Bros.	September 13, 1985	Nintendo
Super Mario Bros. 3	Super Mario Bros. 3	October 23, 1988	Nintendo
Super Mario USA	Super Mario Bros. 2	September 16, 1992	Nintendo
Super Mogura Tataki!! Pokkun Mogura	—	December 8, 1989	IGS
Super Momotaro Dentetsu	—	March 20, 1992	Hudson Soft
Super Pinball	—	August 23, 1988	Coconuts Japan
Super Pitfall	Super Pitfall	September 5, 1986	Pony Canyon
Super Real Baseball '88	—	July 30, 1988	VAP
Super Rugby	—	December 27, 1989	TSS
Super Sprint	Super Sprint (unlicensed)	August 3, 1991	Altron
Super Star Force: Jikūreki no Himitsu	—	November 11, 1986	Tecmo
Super Star Pro Wrestling	WCW Wrestling	December 9, 1989	Pony Canyon
Super Xevious: GAMP no Nazo	—	September 19, 1986	Namco
Superman	Superman	December 26, 1987	Kemco
SWAT: Special Weapons and Tactics	—	September 11, 1987	Toei Animation
Sweet Home	—	December 15, 1989	Capcom
Sword Master	Sword Master	December 21, 1990	Athena
Tag Team Pro Wrestling	Tag Team Wrestling	April 2, 1986	Namco
Taito Basketball	Ultimate Basketball	April 26, 1991	Taito
Taito Chase H.Q.	—	December 8, 1989	Taito
Taito Grand Prix: Eikou heno License	—	December 18, 1987	Taito
Taiyou no Shinden Asteka II	Tombs & Treasure	August 3, 1988	Tokyo Shoseki
Taiyou no Yuusha Firebird	—	January 11, 1992	Irem
Takahashi Meijin no Boken Jima	Adventure Island	September 12, 1986	Hudson Soft
Takahashi Meijin no Boken Jima II	Adventure Island II	April 26, 1991	Hudson Soft
Takahashi Meijin no Boken Jima III	Adventure Island 3	July 31, 1992	Hudson Soft
Master Takahashi's Adventure Island IV	—	June 24, 1994	Hudson Soft
Takahashi Meijin no Bug-tte Honey	—	June 5, 1987	Hudson Soft
Takeda Shingen	—	March 28, 1988	Hot B
Takeda Shingen II	Shingen the Ruler	August 21, 1989	Hot B
Takeshi no Chōsenjō	—	December 10, 1986	Taito
Takeshi no Sengoku Fūunji	—	November 25, 1988	Taito
Tamura Teruaki no Mahjong Seminar	—	September 21, 1990	Pony Canyon
Tanigawa Koji no Shougi Shinan II	—	March 18, 1988	Pony Canyon
Tanigawa Koji no Shougi Shinan III	—	September 14, 1989	Pony Canyon
Tantei Jinguji Saburo: Yokohamakou Renzoku Satsujin Jiken	—	February 26, 1988	Data East
Tantei Jinguji Saburo: Toki no Sugiyuku Mama Ni	—	September 28, 1990	Data East
Tao	—	December 1, 1989	VAP
Tashiro Masashi no Princess ga Ippai	—	October 27, 1989	Epic/Sony Records
Tatakae! Chō Robot Seimeitai Transformers: Convoy no Nazo	—	December 5, 1986	Takara
Tatakai no Banka	Trojan	December 24, 1986	Capcom
Tatake!! Ramen-Man	—	August 10, 1988	Bandai
Tecmo Bowl	Tecmo Bowl	November 30, 1990	Tecmo
Tecmo Super Bowl	Tecmo Super Bowl	December 13, 1991	Tecmo
Tecmo World Cup Soccer	Tecmo World Cup Soccer (EU only)	December 7, 1990	Tecmo
Teenage Mutant Ninja Turtles: Super Kame Ninja	Teenage Mutant Ninja Turtles II: The Arcade Game(USA version)
Teenage Mutant Hero Turtles II: The Arcade Game (European version)	December 7, 1990	Konami
Teenage Mutant Ninja Turtles III: The Manhattan Project	Teenage Mutant Ninja Turtles III: The Manhattan Project	December 13, 1991	Konami
Tenchi o Kurau	Destiny of an Emperor	May 19, 1989	Capcom
Tenchi o Kurau II	—	April 5, 1991	Capcom
Tenkaichi Bushi Keru Naguuru	—	July 21, 1989	Namco
Tennis	Tennis	January 14, 1984	Nintendo
Terao no Dosukoi Oozumou	—	November 24, 1989	Jaleco
Terminator 2	Terminator 2: Judgment Day	June 26, 1992	Pack-In-Video
Terra Cresta	Terra Cresta	September 27, 1986	Nihon Bussan
Tetra Star	—	May 24, 1991	Taito
Tetris	—	December 22, 1988	Bullet-Proof Software
Tetris 2 + Bombliss	—	December 13, 1991	Bullet-Proof Software
Tetris Flash	Tetris 2	September 21, 1993	Nintendo
Tetsudou-Oh	—	December 13, 1991	DB Soft
Tetsuwan Atom	—	February 26, 1988	Konami
Thexder	—	December 19, 1985	Square
Thunderbirds	Thunderbirds	September 29, 1989	Pack-In-Video
Tiger-Heli	Tiger-Heli	December 5, 1986	Pony Canyon
Time Zone	—	October 25, 1991	Sigma Entertainment
Times of Lore	Times of Lore	December 7, 1990	Toho
Tiny Toon Adventures	Tiny Toon Adventures	December 20, 1991	Konami
Tiny Toon Adventures 2: Montana Land e Yōkoso	Tiny Toon Adventures 2: Trouble in Wackyland	November 27, 1992	Konami
Titan	—	August 10, 1990	SOFEL
TM Network: Live in Power Bowl	—	December 22, 1989	Epic/Sony Records
Tobidase Daisakusen 2: JJ	—	August 21, 1989	Square
Tokkyū Shirei Solbrain	Shatterhand	October 26, 1991	Angel
Tokoro-san no Mamoru mo Semeru mo	—	June 27, 1987	Epic/Sony Records
Tokyo Pachi-Slot Adventure	—	December 13, 1991	Coconuts Japan
Tom & Jerry	Tom & Jerry	November 13, 1992	Altron
Tom Sawyer no Bouken	Adventures of Tom Sawyer, The	February 6, 1989	SETA
Top Gun	Top Gun	December 11, 1987	Konami
Top Gun: Dual Fighters	Top Gun: The Second Mission	December 15, 1989	Konami
Top Rider	—	December 17, 1988	Varie
Top Striker	—	October 22, 1992	Namco
Totsuzen! Macho Man	Amagon	December 2, 1988	Vic Tokai
Touch Down Fever: American Football	Touch Down Fever	November 11, 1988	K Amusement
Touhou Kenbunku	—	November 10, 1988	Natsume
Tōkaidō Gojūsan-tsugi	—	July 3, 1986	Sunsoft
Toukon Club	—	July 24, 1992	Jaleco
The Tower of Druaga	—	August 6, 1985	Namco
The Triathlon	—	December 16, 1988	K Amusement
Tsuppari Oozumou	—	September 18, 1987	Tecmo
Tsuppari Wars	—	June 28, 1991	Sammy
Tsurikichi Sanpei	—	March 17, 1988	Victor
Tsuru Pikahage Maru: Mezase! Tsuruseko no Akashi	—	December 13, 1991	Jaleco
Twin Eagle: Revenge Joe's Brother	Twin Eagle	April 12, 1991	Romstar
TwinBee	—	January 4, 1986	Konami
TwinBee 3	—	September 29, 1989	Konami
Uchuu Keibitai SDF	—	September 7, 1990	HAL
Uchūsen: Cosmo Carrier	—	November 6, 1987	Jaleco
Ultima	Ultima III: Exodus	October 9, 1987	Pony Canyon
Ultima: Seisha he no Michi	Ultima: Quest of the Avatar	September 20, 1989	Pony Canyon
Ultraman Club Kaijuu Dai Kessen!!	—	December 25, 1992	Angel
Datach: Ultraman Club: Supokon Fight!	—	April 23, 1993	Bandai
Ultraman Club 2: Kaettekita Ultraman Club	—	April 7, 1990	Yutaka
Ultraman Club 3	—	December 29, 1991	Yutaka
The Untouchables	The Untouchables	December 20, 1991	Altron
Urban Champion	Urban Champion	November 14, 1984	Nintendo
Urusei Yatsura: Lum's Wedding Bell	—	October 23, 1986	Jaleco
US Championship V'Ball	Super Spike V'Ball	November 10, 1989	Technos Japan
USA Ice Hockey in FC	Pro Sport Hockey	March 6, 1993	Jaleco
Ushio to Tora: Shin'en no Daiyō	—	July 9, 1993	Yutaka
Utsurun Desu.: Kawauso Hawaii e Iku!!!	—	March 6, 1992	Takara
Valkyrie no Bōken: Toki no Kagi Densetsu	—	August 1, 1986	Namco
Valis: The Fantasm Soldier	—	August 21, 1987	Tokuma Shoten
Vegas Connection: Casino Kara Ai wo Komete	—	November 24, 1989	Sigma Entertainment
Venus Senki	—	October 14, 1989	Varie
Viva Las Vegas	Vegas Dream	September 30, 1988	Epic/Sony Records
Volguard II	—	December 7, 1985	DB Soft
Wagyan Land	—	February 9, 1989	Namco
Wagyan Land 2	—	December 14, 1990	Namco
Wagyan Land 3	—	December 8, 1992	Namco
Wai Wai World	—	January 14, 1988	Konami
Wai Wai World 2: SOS!! Parsley Jō	—	January 5, 1991	Konami
Wanpaku Duck Yume Bouken	DuckTales	January 26, 1990	Capcom
Wanpaku Kokkun no Gourmet World	Panic Restaurant	April 24, 1992	Taito
Wario no Mori	Wario's Woods	February 19, 1994	Nintendo
Warpman	—	July 12, 1985	Namco
Western Kids	Cowboy Kid	September 13, 1991	Visco
White Lion Densetsu	Legend of the Ghost Lion	July 14, 1989	Kemco
Wild Gunman	Wild Gunman	February 18, 1984	Nintendo
Willow	Willow	July 18, 1989	Capcom
Wily & Right no RockBoard: That's Paradise	—	January 15, 1993	Capcom
Wing of Madoola	—	December 18, 1986	Sunsoft
Winners Cup	—	August 12, 1988	Data East
Wit's	—	July 13, 1990	Athena
Wizardry: Proving Grounds of the Mad Overlord	Wizardry: Proving Grounds of the Mad Overlord	December 22, 1987	ASCII
Wizardry II: Legacy of Llylgamyn - The Third Scenario	—	February 21, 1989	ASCII
Wizardry III: Knight of Diamonds - The Second Scenario	Wizardry: Knight of Diamonds - The Second Scenario	March 9, 1990	ASCII
Woody Poko	—	June 20, 1987	DB Soft
World Boxing	—	September 8, 1990	TSS
World Grand-Prix - Pole To Finish	Al Unser Jr.'s Turbo Racing	January 31, 1989	Data East
World Super Tennis	Top Players' Tennis/Four Players' Tennis	October 13, 1989	Asmik
Wrecking Crew	Wrecking Crew	June 18, 1985	Nintendo
WWF WrestleMania Challenge	WWF WrestleMania Challenge	March 27, 1992	Hot B
Xevious	Xevious	November 8, 1984	Namco
Yie Ar Kung Fu	—	April 22, 1985	Konami
Yoshi no Cookie	Yoshi's Cookie	November 21, 1992	Nintendo
Yoshi no Tamago	Yoshi
Mario & Yoshi	December 14, 1991	Nintendo
Yokai Dochuki	—	June 24, 1988	Namco
Youkai Club	—	May 19, 1987	Jaleco
Yousei Monogatari RodLand	RodLand	December 11, 1992	Jaleco
Ys	—	August 26, 1988	Victor
Ys II	—	May 25, 1990	Victor
Ys III: Wanderers from Ys	—	September 27, 1991	Victor
Yume Penguin Monogatari	—	January 25, 1991	Konami
Datach: YuYu Hakusho: Bakutō Ankoku Bujutsu Kai	—	October 22, 1993	Bandai
Zelda no Densetsu 1	Legend of Zelda, The	February 19, 1994	Nintendo
Zenbei!! Pro Basketball	All-Pro Basketball	July 21, 1989	Vic Tokai
Zippy Race	—	July 18, 1985	Irem
Zoids: Chuuou Tairiku no Tatakai	—	September 5, 1987	Toshiba EMI
Zoids 2: Zenebasu no Gyakushuu	—	January 27, 1989	Toshiba EMI
Zoids: Mokushiroku	—	December 21, 1990	Tomy
Zombie Hunter	—	July 3, 1987	Hi-Score Media Work
Zunō Senkan Galg	—	December 14, 1985	DB Soft
Unreleased games
This list is incomplete; you can help by expanding it.
Title	Year	Publisher
Armadillo II	1992[11]	IGS
Bio Force Ape	1992	SETA
Donkey Kong no Ongaku Asobi[12]	1983	Nintendo
Felix the Cat[13]	1992	Hudson Soft
Final Fantasy IV[14]	1991	Square
Neo Vulgus	1988	Capcom
Parody World: Monster Party	1989	Bandai
Pescatore[15]	1991	Sunsoft
Shounen Majutsushi Indy[16]	1992	IGS Corp.
Strider Hiryuu	1988	Capcom
Sunman	1992	Sunsoft
Unlicensed games
This list is incomplete; you can help by expanding it.
Title	Year	Publisher	Country
2 in 1: Cosmocop and Cyber Monster	1993	Sachen	Taiwan
2 in 1: Tough Cop and Super Tough Cop	1993	Sachen	Taiwan
Adam & Eve	1991	NTDEC	Taiwan
Aladdin	1995	J.Y. Company	Taiwan
Aladdin II	June 1995	Unknown	Taiwan
Auto-Upturn	1991	Sachen	Taiwan
AV Bishoujo Senshi Girl Fighting	1994	Ge De Industry Co.	Taiwan
AV Dragon Mahjang	1991	Hacker International	Japan
AV Mahjong Club	1991	Hacker International	Japan
AV Pachi Slot: Big Chance	1991	Hacker International	Japan
AV Poker	1990	Hacker International	Japan
AV Super Real Pachinko	1991	Hacker International	Japan
AV World Soccer	1991	Hacker International	Japan
Balloon Monster	1991	NTDEC	Taiwan
Bao Xiao San Guo	Unknown	Fuzhou Waixing Computer Science & Technology Co.,LTD	China
Battle Kid: Kikenna Wana	July 18, 2018	Columbus Circle	Japan
Black Dragon	1991	Daou Infosys	South Korea
Bingo 75	1990	Sachen	Taiwan
Bomber Boy	1997	Super Game	Taiwan
Boogerman	1997	Super Game	Taiwan
Boogerman 2: The Final Adventure	1997	Rex Soft	Taiwan
Bookyman	1991	NTDEC	Taiwan
Caltron 6-in-1	1991	NTDEC	Taiwan
Challenge of the Dragon	1990	Sachen	Taiwan
Chess Academy	1990	Sachen	Taiwan
Chinese Checkers	1991	Sachen	Taiwan
Contra Spirits	1997	Hosenkan Electronics	Taiwan
Cosmos Cop	1991	NTDEC	Taiwan
Colorful Dragon	1989	Sachen	Taiwan
Crystal Commando	1991	Daou Infosys	South Korea
Dancing Block	1990	Sachen	Taiwan
Dao Shuai	1989	Sachen	Taiwan
Destroyer	1991	NTDEC	Taiwan
Decathlon	1992	Computer & Entertainment	Taiwan
Dian Shi Ma Li	1989	Fiver Firm	Taiwan
Donkey Kong Country 4	1997	J.Y. Company	Taiwan
Dooly Bravo Land	1992	Daou Infosys	South Korea
Dragon Ball Z 5	1995	Rex Soft	Taiwan
Earthworm Jim 2	1997	Super Game	Taiwan
Felix the Cat	July 9, 1998	Dragon Co.	China
Feng Kuang Ji Dan Zi	2001	Fuzhou Waixing Computer Science & Technology Co.,LTD	China
Fighting Hero	1991	NTDEC	Taiwan
Final Combat	1992	Sachen	Taiwan
Flying Superboy	1991	Daou Infosys	South Korea
Gaiapolis	1994	Sachen	Taiwan
Galactic CrusaderTW
Papillon GalsJP	1989	SachenTW
Kinema MusicJP	Taiwan,Japan
Family Noraebang	1993	Daou Infosys	South Korea
Hanafuda Yūkyōde Nagarebana Oryu	1991	Hacker International	Japan
Happy Pairs	1991	Sachen	Taiwan
Hayama Reiko: Katsuragi Mayako no AV Hanafuda Club	1991	Hacker International	Japan
Hee-dong Ei's Adventures	1991	Daou Infosys	South Korea
Hell Fighter	1991	Sachen	Taiwan
Hidden Chinese Chess	1989	Sachen	Taiwan
Hong Lou Meng	Unknown	Dragon Co.	China
Honey Peach	1990	Sachen	Taiwan
Huge Insect	1993 but released in the early 2000's	Sachen	Taiwan
Idol Shisen Mahjong	1990	Hacker International	Japan
Janggun-ui Adeul	1992	Daou Infosys	South Korea
Jovial Race	1989	Sachen	Taiwan
Joyvan KidTW
Metal Fighter μJP	1989TW
October 30, 1991JP	SachenTW
Kinema MusicJP	Taiwan,Japan
Jurassic Boy	1994	Sachen	Taiwan
Kart Fighter	1993	Ge De Industry Co.	Hong Kong
Klax	1991	Daou Infosys	South Korea
Koko Adventure	1993	Daou Infosys	South Korea
Little Red Hood	1989	Sachen	Taiwan
Locksmith	1991	Sachen	Taiwan
Lucky 777	1989	Sachen	Taiwan
Luan Shi San Guo	Unknown	Dragon Co.	China
Magic Kid Googoo	1992	Zemina	South Korea
Magical Mathematics	1990	Sachen	Taiwan
Magic Cube	1991	Sachen	Taiwan
Mahjong Academy	Unknown	Sachen	Taiwan
Mahjang Companion	1990	SachenTW
Hacker InternationalJP	Taiwan,Japan'
Mahjong Summit Kabukichou Hen	1990	Hacker International	Japan
Mahjong TrapTW
Shisen Mahjong: Seifuku HenJP	1990	SachenTW
Hacker InternationalJP	Taiwan,Japan
Metal Force	1994	Daou Infosys	South Korea
Middle School English	1989	Sachen	Taiwan
Millionaire	1990	Sachen	Taiwan
Mickey Mania 7	1996	J.Y. Company	Taiwan
Miss Peach World	1991	Hacker International	Japan
Mortal Kombat 3	Unknown	Super Game	Taiwan
NEO Heiankyo Alien[17]	2017	Columbus Circle	Japan
Octagon	1991	Daou Infosys	South Korea
Olympic I.Q.	1991	Sachen	Taiwan
One-eyed Jack	1991	Daou Infosys	South Korea
Panda Baby	1997	Dragon Co.	China
Pipe V	1990	Sachen	Taiwan
Pocahontas Part 2	1997	Super Game	Taiwan
Poker II	1990	Sachen	Taiwan
Poker III	1991	Sachen	Taiwan
Poker Mahjong	1991	Sachen	Taiwan
Popo Team	1992	Sachen	Taiwan
PyramidTW
Pyramid Cleopatra Kiki IppatsuJP	1990	SachenTW
Hacker InternationalJP	Taiwan,Japan
Pyramid II	1990	Sachen	Taiwan
Q Boy	1994	Sachen	Taiwan
Raid/Tu Ji	1989	Sachen	Taiwan
Road Runner X	1991	Daou Infosys	South Korea
Rockball	1993	Sachen	Taiwan
Rocman X	1995	Sachen	Taiwan
Samurai Spirits	1995	Rex Soft	Taiwan
Sidewinder	1989	Sachen	Taiwan
Silver Eagle	1994	Sachen	Taiwan
Soap Panic	1991	Hacker International	Japan
Somari	March 1, 1994	Ge De Industry Co.	Taiwan,South Korea,Japan
Strategist	1991	Sachen	Taiwan
Street Heroes	1994	Sachen	Taiwan
Super Aladdin	Unknown	Super Game	Taiwan
Super Contra 7	1996	E.S.C. Co. Ltd	China
Super Contra X	1994	TXC Corporation	Taiwan
Super Donkey Kong - Xiang Jiao Chuan	1994	Liang Yi Productions	Taiwan
Super Lion King	Unknown	Super Game	Taiwan
Super Shinobi	1997	Super Game	Taiwan
Super Mario World	1995	J.Y. Company	Taiwan
Super Maruo	1986?	Unknown	Japan
Super Pang	1991	Sachen	Taiwan
Super Pang II	1992	Sachen	Taiwan
Tasac	1992	Sachen	Taiwan
Taiwan 16 Mahjong	1989	Sachen	Taiwan
Taiwan Mahjong II	1992	Sachen	Taiwan
The Dragon	1995	Ramar International Co., LTD.	Taiwan
The King of Fighters '97	1997	Rex Soft	Taiwan
The Lion King III: Timon & Pumbaa	1997	Dragon Co.	China
The Lion King V: Timon & Pumbaa	1998	Dragon Co.	China
The Penguin and Seal	1989	Sachen	Taiwan
The Great Wall	1992	Sachen	Taiwan
The World of Card Games	1990	Sachen	Taiwan
Tom & Jerry 3	1998	Dragon Co.	China
Tube Exploration	1991	Daou Infosys	South Korea
Twin Eagle	1989	Sachen	Taiwan
Utaco	Unknown	Miguel	Japan
Wait and See!	1997	Dragon Co.	China
Zhong Guo Da Heng	Unknown	Sachen	Taiwan
See also
	Video games portal
List of Nintendo Entertainment System games
List of Family Computer Disk System games
Famicom
